kappa,h,p,estimator,budget,comparison,equal_CNOT_shots_completed,gate_shots,counts,fingerprint,scope
0.45,0.0125,0,raw,10000,equal_total_shots,False,70000,results/stage6_v1/end_to_end/measurements/ddf10da4f3f82a067cfa696eee527f99247bd5deebae63cecd4e3d4aef0f3a87.npz,ddf10da4f3f82a067cfa696eee527f99247bd5deebae63cecd4e3d4aef0f3a87,raw/SV same-circuit costs coincide; no three-arm gate-matched experiment
0.45,0.15,0,sv,10000,equal_total_shots,False,1280000,results/stage6_v1/end_to_end/measurements/ecf330a4b6d697c1e356913c202fbe297edc474f5828fbe12a322941bf17543d.npz,ecf330a4b6d697c1e356913c202fbe297edc474f5828fbe12a322941bf17543d,raw/SV same-circuit costs coincide; no three-arm gate-matched experiment
0.45,0.15,0,sv,100000,equal_total_shots,False,12800000,results/stage6_v1/end_to_end/measurements/ecf330a4b6d697c1e356913c202fbe297edc474f5828fbe12a322941bf17543d.npz,ecf330a4b6d697c1e356913c202fbe297edc474f5828fbe12a322941bf17543d,raw/SV same-circuit costs coincide; no three-arm gate-matched experiment
0.45,0.15,0.01,raw,10000,equal_total_shots,False,1280000,results/stage6_v1/end_to_end/measurements/a3f6756c1b9aa77d1544be5f2b6986aa259c27a62da09ff513641df372a08033.npz,a3f6756c1b9aa77d1544be5f2b6986aa259c27a62da09ff513641df372a08033,raw/SV same-circuit costs coincide; no three-arm gate-matched experiment
0.45,0.15,0.01,raw,100000,equal_total_shots,False,12800000,results/stage6_v1/end_to_end/measurements/a3f6756c1b9aa77d1544be5f2b6986aa259c27a62da09ff513641df372a08033.npz,a3f6756c1b9aa77d1544be5f2b6986aa259c27a62da09ff513641df372a08033,raw/SV same-circuit costs coincide; no three-arm gate-matched experiment
0.45,0.15,0.01,zne,10000,equal_total_shots,False,3839744,results/stage6_v1/end_to_end/measurements/26b81a3f2d87daeb8563e6f629c9936968bab6e8b8af5215923931d0450b7007.npz,26b81a3f2d87daeb8563e6f629c9936968bab6e8b8af5215923931d0450b7007,raw/SV same-circuit costs coincide; no three-arm gate-matched experiment
0.45,0.15,0.01,zne,100000,equal_total_shots,False,38399744,results/stage6_v1/end_to_end/measurements/26b81a3f2d87daeb8563e6f629c9936968bab6e8b8af5215923931d0450b7007.npz,26b81a3f2d87daeb8563e6f629c9936968bab6e8b8af5215923931d0450b7007,raw/SV same-circuit costs coincide; no three-arm gate-matched experiment
0.45,0.15,0.01,zne_quadratic,10000,equal_total_shots,False,3839744,results/stage6_v1/end_to_end/measurements/26b81a3f2d87daeb8563e6f629c9936968bab6e8b8af5215923931d0450b7007.npz,590c863e5f99a8ce8294a5a2ad245e134073f7794beacc2417122c5b87594a26,raw/SV same-circuit costs coincide; no three-arm gate-matched experiment
0.45,0.15,0.01,zne_quadratic,100000,equal_total_shots,False,38399744,results/stage6_v1/end_to_end/measurements/26b81a3f2d87daeb8563e6f629c9936968bab6e8b8af5215923931d0450b7007.npz,590c863e5f99a8ce8294a5a2ad245e134073f7794beacc2417122c5b87594a26,raw/SV same-circuit costs coincide; no three-arm gate-matched experiment
0.45,0.15,0.01,sv,10000,equal_total_shots,False,1280000,results/stage6_v1/end_to_end/measurements/b701fc212fa9fff7777936577ba72e1613f3e99e98cfaf1a9c00b7fc2398792f.npz,b701fc212fa9fff7777936577ba72e1613f3e99e98cfaf1a9c00b7fc2398792f,raw/SV same-circuit costs coincide; no three-arm gate-matched experiment
0.45,0.15,0.01,sv,100000,equal_total_shots,False,12800000,results/stage6_v1/end_to_end/measurements/b701fc212fa9fff7777936577ba72e1613f3e99e98cfaf1a9c00b7fc2398792f.npz,b701fc212fa9fff7777936577ba72e1613f3e99e98cfaf1a9c00b7fc2398792f,raw/SV same-circuit costs coincide; no three-arm gate-matched experiment
0.45,0.15,0.05,raw,10000,equal_total_shots,False,1280000,results/stage6_v1/end_to_end/measurements/55da80e94a365db0be3e9f9bdf04ef84e03418103b91f8fbc7ef7b9ab21db56c.npz,55da80e94a365db0be3e9f9bdf04ef84e03418103b91f8fbc7ef7b9ab21db56c,raw/SV same-circuit costs coincide; no three-arm gate-matched experiment
0.45,0.15,0.05,raw,100000,equal_total_shots,False,12800000,results/stage6_v1/end_to_end/measurements/55da80e94a365db0be3e9f9bdf04ef84e03418103b91f8fbc7ef7b9ab21db56c.npz,55da80e94a365db0be3e9f9bdf04ef84e03418103b91f8fbc7ef7b9ab21db56c,raw/SV same-circuit costs coincide; no three-arm gate-matched experiment
0.45,0.15,0.05,zne,10000,equal_total_shots,False,3839744,results/stage6_v1/end_to_end/measurements/bd504e92747fbb2a6211f6efc6dac3552236647c8f49082d2c15daa9c8050b2b.npz,bd504e92747fbb2a6211f6efc6dac3552236647c8f49082d2c15daa9c8050b2b,raw/SV same-circuit costs coincide; no three-arm gate-matched experiment
0.45,0.15,0.05,zne,100000,equal_total_shots,False,38399744,results/stage6_v1/end_to_end/measurements/bd504e92747fbb2a6211f6efc6dac3552236647c8f49082d2c15daa9c8050b2b.npz,bd504e92747fbb2a6211f6efc6dac3552236647c8f49082d2c15daa9c8050b2b,raw/SV same-circuit costs coincide; no three-arm gate-matched experiment
0.45,0.15,0.05,zne_quadratic,10000,equal_total_shots,False,3839744,results/stage6_v1/end_to_end/measurements/bd504e92747fbb2a6211f6efc6dac3552236647c8f49082d2c15daa9c8050b2b.npz,b264636ea07dc24ab4b093413d2d1fe4245772c0c1d62372f3b8ff15688f5e00,raw/SV same-circuit costs coincide; no three-arm gate-matched experiment
0.45,0.15,0.05,zne_quadratic,100000,equal_total_shots,False,38399744,results/stage6_v1/end_to_end/measurements/bd504e92747fbb2a6211f6efc6dac3552236647c8f49082d2c15daa9c8050b2b.npz,b264636ea07dc24ab4b093413d2d1fe4245772c0c1d62372f3b8ff15688f5e00,raw/SV same-circuit costs coincide; no three-arm gate-matched experiment
0.45,0.15,0.05,sv,10000,equal_total_shots,False,1280000,results/stage6_v1/end_to_end/measurements/d7cb828b45fbaa6216176ac6945e8851579fa0e9d067db8b2792771de8450ba3.npz,d7cb828b45fbaa6216176ac6945e8851579fa0e9d067db8b2792771de8450ba3,raw/SV same-circuit costs coincide; no three-arm gate-matched experiment
0.45,0.15,0.05,sv,100000,equal_total_shots,False,12800000,results/stage6_v1/end_to_end/measurements/d7cb828b45fbaa6216176ac6945e8851579fa0e9d067db8b2792771de8450ba3.npz,d7cb828b45fbaa6216176ac6945e8851579fa0e9d067db8b2792771de8450ba3,raw/SV same-circuit costs coincide; no three-arm gate-matched experiment
0.45,0.1625,0,raw,10000,equal_total_shots,False,1280000,results/stage6_v1/end_to_end/measurements/c0c4ffd5e6a4ed29de43eacc5fa197eee22562dd0986072863d7093c63970d89.npz,c0c4ffd5e6a4ed29de43eacc5fa197eee22562dd0986072863d7093c63970d89,raw/SV same-circuit costs coincide; no three-arm gate-matched experiment
0.45,0.1625,0,raw,100000,equal_total_shots,False,12800000,results/stage6_v1/end_to_end/measurements/c0c4ffd5e6a4ed29de43eacc5fa197eee22562dd0986072863d7093c63970d89.npz,c0c4ffd5e6a4ed29de43eacc5fa197eee22562dd0986072863d7093c63970d89,raw/SV same-circuit costs coincide; no three-arm gate-matched experiment
0.45,0.1625,0,zne,10000,equal_total_shots,False,3839744,results/stage6_v1/end_to_end/measurements/8713449472d487e05ed42723ade60f9b9f2e6b85670309044af3509b38d22ca2.npz,8713449472d487e05ed42723ade60f9b9f2e6b85670309044af3509b38d22ca2,raw/SV same-circuit costs coincide; no three-arm gate-matched experiment
0.45,0.1625,0,zne,100000,equal_total_shots,False,38399744,results/stage6_v1/end_to_end/measurements/8713449472d487e05ed42723ade60f9b9f2e6b85670309044af3509b38d22ca2.npz,8713449472d487e05ed42723ade60f9b9f2e6b85670309044af3509b38d22ca2,raw/SV same-circuit costs coincide; no three-arm gate-matched experiment
0.45,0.1625,0,zne_quadratic,10000,equal_total_shots,False,3839744,results/stage6_v1/end_to_end/measurements/8713449472d487e05ed42723ade60f9b9f2e6b85670309044af3509b38d22ca2.npz,632aed9f8020a6fa46c2d97813623a27cb211297746a3abb09e4313b1044a52c,raw/SV same-circuit costs coincide; no three-arm gate-matched experiment
0.45,0.1625,0,zne_quadratic,100000,equal_total_shots,False,38399744,results/stage6_v1/end_to_end/measurements/8713449472d487e05ed42723ade60f9b9f2e6b85670309044af3509b38d22ca2.npz,632aed9f8020a6fa46c2d97813623a27cb211297746a3abb09e4313b1044a52c,raw/SV same-circuit costs coincide; no three-arm gate-matched experiment
0.45,0.1625,0,sv,10000,equal_total_shots,False,1280000,results/stage6_v1/end_to_end/measurements/0894e12db44dcffa0aa8b27d9d2a849e891e9540ebd593c5dd2dedd07da760c8.npz,0894e12db44dcffa0aa8b27d9d2a849e891e9540ebd593c5dd2dedd07da760c8,raw/SV same-circuit costs coincide; no three-arm gate-matched experiment
0.45,0.1625,0,sv,100000,equal_total_shots,False,12800000,results/stage6_v1/end_to_end/measurements/0894e12db44dcffa0aa8b27d9d2a849e891e9540ebd593c5dd2dedd07da760c8.npz,0894e12db44dcffa0aa8b27d9d2a849e891e9540ebd593c5dd2dedd07da760c8,raw/SV same-circuit costs coincide; no three-arm gate-matched experiment
0.45,0.1625,0.01,raw,10000,equal_total_shots,False,1280000,results/stage6_v1/end_to_end/measurements/b6cd5d14e654b0c93ecf3093987a868cfa9379b610926af2d549c379b99fcd8b.npz,b6cd5d14e654b0c93ecf3093987a868cfa9379b610926af2d549c379b99fcd8b,raw/SV same-circuit costs coincide; no three-arm gate-matched experiment
0.45,0.1625,0.01,raw,100000,equal_total_shots,False,12800000,results/stage6_v1/end_to_end/measurements/b6cd5d14e654b0c93ecf3093987a868cfa9379b610926af2d549c379b99fcd8b.npz,b6cd5d14e654b0c93ecf3093987a868cfa9379b610926af2d549c379b99fcd8b,raw/SV same-circuit costs coincide; no three-arm gate-matched experiment
0.45,0.1625,0.01,zne,10000,equal_total_shots,False,3839744,results/stage6_v1/end_to_end/measurements/fe1f3dc8af84236852bb1e315eb8ca69c653503dcc0b3625925f3d6c407a47ce.npz,fe1f3dc8af84236852bb1e315eb8ca69c653503dcc0b3625925f3d6c407a47ce,raw/SV same-circuit costs coincide; no three-arm gate-matched experiment
0.45,0.1625,0.01,zne,100000,equal_total_shots,False,38399744,results/stage6_v1/end_to_end/measurements/fe1f3dc8af84236852bb1e315eb8ca69c653503dcc0b3625925f3d6c407a47ce.npz,fe1f3dc8af84236852bb1e315eb8ca69c653503dcc0b3625925f3d6c407a47ce,raw/SV same-circuit costs coincide; no three-arm gate-matched experiment
0.45,0.1625,0.01,zne_quadratic,10000,equal_total_shots,False,3839744,results/stage6_v1/end_to_end/measurements/fe1f3dc8af84236852bb1e315eb8ca69c653503dcc0b3625925f3d6c407a47ce.npz,119778948894b9e162775894c7c97328f214abd598f470ae35737df0c7eb0a22,raw/SV same-circuit costs coincide; no three-arm gate-matched experiment
0.45,0.1625,0.01,zne_quadratic,100000,equal_total_shots,False,38399744,results/stage6_v1/end_to_end/measurements/fe1f3dc8af84236852bb1e315eb8ca69c653503dcc0b3625925f3d6c407a47ce.npz,119778948894b9e162775894c7c97328f214abd598f470ae35737df0c7eb0a22,raw/SV same-circuit costs coincide; no three-arm gate-matched experiment
0.45,0.1625,0.01,sv,10000,equal_total_shots,False,1280000,results/stage6_v1/end_to_end/measurements/9fc78e0f929cdb1aeba09896461757dde3aebdb8acb60c625902ee8c1ab1cc8c.npz,9fc78e0f929cdb1aeba09896461757dde3aebdb8acb60c625902ee8c1ab1cc8c,raw/SV same-circuit costs coincide; no three-arm gate-matched experiment
0.45,0.1625,0.01,sv,100000,equal_total_shots,False,12800000,results/stage6_v1/end_to_end/measurements/9fc78e0f929cdb1aeba09896461757dde3aebdb8acb60c625902ee8c1ab1cc8c.npz,9fc78e0f929cdb1aeba09896461757dde3aebdb8acb60c625902ee8c1ab1cc8c,raw/SV same-circuit costs coincide; no three-arm gate-matched experiment
0.45,0.1625,0.05,raw,10000,equal_total_shots,False,1280000,results/stage6_v1/end_to_end/measurements/a9736f0e96dfe0966edd637711de2873300d610ed1224582939f22f6781ef468.npz,a9736f0e96dfe0966edd637711de2873300d610ed1224582939f22f6781ef468,raw/SV same-circuit costs coincide; no three-arm gate-matched experiment
0.45,0.1625,0.05,raw,100000,equal_total_shots,False,12800000,results/stage6_v1/end_to_end/measurements/a9736f0e96dfe0966edd637711de2873300d610ed1224582939f22f6781ef468.npz,a9736f0e96dfe0966edd637711de2873300d610ed1224582939f22f6781ef468,raw/SV same-circuit costs coincide; no three-arm gate-matched experiment
0.45,0.1625,0.05,zne,10000,equal_total_shots,False,3839744,results/stage6_v1/end_to_end/measurements/ea8d1b0402da6a1ce13f56fb58710a234d6c965c61d7385a6b9d95e11bef6df3.npz,ea8d1b0402da6a1ce13f56fb58710a234d6c965c61d7385a6b9d95e11bef6df3,raw/SV same-circuit costs coincide; no three-arm gate-matched experiment
0.45,0.1625,0.05,zne,100000,equal_total_shots,False,38399744,results/stage6_v1/end_to_end/measurements/ea8d1b0402da6a1ce13f56fb58710a234d6c965c61d7385a6b9d95e11bef6df3.npz,ea8d1b0402da6a1ce13f56fb58710a234d6c965c61d7385a6b9d95e11bef6df3,raw/SV same-circuit costs coincide; no three-arm gate-matched experiment
0.45,0.1625,0.05,zne_quadratic,10000,equal_total_shots,False,3839744,results/stage6_v1/end_to_end/measurements/ea8d1b0402da6a1ce13f56fb58710a234d6c965c61d7385a6b9d95e11bef6df3.npz,867559ba08669e80e36b6aa8667da31bce0a66edc6511d124485fc38df1356ac,raw/SV same-circuit costs coincide; no three-arm gate-matched experiment
0.45,0.1625,0.05,zne_quadratic,100000,equal_total_shots,False,38399744,results/stage6_v1/end_to_end/measurements/ea8d1b0402da6a1ce13f56fb58710a234d6c965c61d7385a6b9d95e11bef6df3.npz,867559ba08669e80e36b6aa8667da31bce0a66edc6511d124485fc38df1356ac,raw/SV same-circuit costs coincide; no three-arm gate-matched experiment
0.45,0.1625,0.05,sv,10000,equal_total_shots,False,1280000,results/stage6_v1/end_to_end/measurements/a736af302668bff68e050a7182cfc4ca6ad23a3a169574363c367b9470c6a166.npz,a736af302668bff68e050a7182cfc4ca6ad23a3a169574363c367b9470c6a166,raw/SV same-circuit costs coincide; no three-arm gate-matched experiment
0.45,0.1625,0.05,sv,100000,equal_total_shots,False,12800000,results/stage6_v1/end_to_end/measurements/a736af302668bff68e050a7182cfc4ca6ad23a3a169574363c367b9470c6a166.npz,a736af302668bff68e050a7182cfc4ca6ad23a3a169574363c367b9470c6a166,raw/SV same-circuit costs coincide; no three-arm gate-matched experiment
0.45,0.175,0,raw,10000,equal_total_shots,False,1280000,results/stage6_v1/end_to_end/measurements/8e9610d84939adf97caab4a469e8ddcd2a87d067069aa418351ce6e71d05c18c.npz,8e9610d84939adf97caab4a469e8ddcd2a87d067069aa418351ce6e71d05c18c,raw/SV same-circuit costs coincide; no three-arm gate-matched experiment
0.45,0.175,0,raw,100000,equal_total_shots,False,12800000,results/stage6_v1/end_to_end/measurements/8e9610d84939adf97caab4a469e8ddcd2a87d067069aa418351ce6e71d05c18c.npz,8e9610d84939adf97caab4a469e8ddcd2a87d067069aa418351ce6e71d05c18c,raw/SV same-circuit costs coincide; no three-arm gate-matched experiment
0.45,0.175,0,zne,10000,equal_total_shots,False,3839744,results/stage6_v1/end_to_end/measurements/d4bb3c89b849fa7711a4c85a454b73c669b1e68e3584242085ff1c4ba4f7684b.npz,d4bb3c89b849fa7711a4c85a454b73c669b1e68e3584242085ff1c4ba4f7684b,raw/SV same-circuit costs coincide; no three-arm gate-matched experiment
0.45,0.175,0,zne,100000,equal_total_shots,False,38399744,results/stage6_v1/end_to_end/measurements/d4bb3c89b849fa7711a4c85a454b73c669b1e68e3584242085ff1c4ba4f7684b.npz,d4bb3c89b849fa7711a4c85a454b73c669b1e68e3584242085ff1c4ba4f7684b,raw/SV same-circuit costs coincide; no three-arm gate-matched experiment
0.45,0.175,0,zne_quadratic,10000,equal_total_shots,False,3839744,results/stage6_v1/end_to_end/measurements/d4bb3c89b849fa7711a4c85a454b73c669b1e68e3584242085ff1c4ba4f7684b.npz,99e9efb20977bbf1b91732f2cfbd45caaca925e830eb9b19444f8049b2b329c9,raw/SV same-circuit costs coincide; no three-arm gate-matched experiment
0.45,0.175,0,zne_quadratic,100000,equal_total_shots,False,38399744,results/stage6_v1/end_to_end/measurements/d4bb3c89b849fa7711a4c85a454b73c669b1e68e3584242085ff1c4ba4f7684b.npz,99e9efb20977bbf1b91732f2cfbd45caaca925e830eb9b19444f8049b2b329c9,raw/SV same-circuit costs coincide; no three-arm gate-matched experiment
0.45,0.175,0,sv,10000,equal_total_shots,False,1280000,results/stage6_v1/end_to_end/measurements/54a9f38790c1cf43275f0f4a334ab6b51f8d93d3ce68d498ee3a49b8dde7ba97.npz,54a9f38790c1cf43275f0f4a334ab6b51f8d93d3ce68d498ee3a49b8dde7ba97,raw/SV same-circuit costs coincide; no three-arm gate-matched experiment
0.45,0.175,0,sv,100000,equal_total_shots,False,12800000,results/stage6_v1/end_to_end/measurements/54a9f38790c1cf43275f0f4a334ab6b51f8d93d3ce68d498ee3a49b8dde7ba97.npz,54a9f38790c1cf43275f0f4a334ab6b51f8d93d3ce68d498ee3a49b8dde7ba97,raw/SV same-circuit costs coincide; no three-arm gate-matched experiment
0.45,0.175,0.01,raw,10000,equal_total_shots,False,1280000,results/stage6_v1/end_to_end/measurements/e16404e29add0cf1664e625c0462b733dadaab28a84c217a564992dc40fb6ed6.npz,e16404e29add0cf1664e625c0462b733dadaab28a84c217a564992dc40fb6ed6,raw/SV same-circuit costs coincide; no three-arm gate-matched experiment
0.45,0.175,0.01,raw,100000,equal_total_shots,False,12800000,results/stage6_v1/end_to_end/measurements/e16404e29add0cf1664e625c0462b733dadaab28a84c217a564992dc40fb6ed6.npz,e16404e29add0cf1664e625c0462b733dadaab28a84c217a564992dc40fb6ed6,raw/SV same-circuit costs coincide; no three-arm gate-matched experiment
0.45,0.175,0.01,zne,10000,equal_total_shots,False,3839744,results/stage6_v1/end_to_end/measurements/611cdb1b4f5d3b899c285799cfaa579db277c3ee0ebf164e65f659560a68ede7.npz,611cdb1b4f5d3b899c285799cfaa579db277c3ee0ebf164e65f659560a68ede7,raw/SV same-circuit costs coincide; no three-arm gate-matched experiment
0.45,0.175,0.01,zne,100000,equal_total_shots,False,38399744,results/stage6_v1/end_to_end/measurements/611cdb1b4f5d3b899c285799cfaa579db277c3ee0ebf164e65f659560a68ede7.npz,611cdb1b4f5d3b899c285799cfaa579db277c3ee0ebf164e65f659560a68ede7,raw/SV same-circuit costs coincide; no three-arm gate-matched experiment
0.45,0.175,0.01,zne_quadratic,10000,equal_total_shots,False,3839744,results/stage6_v1/end_to_end/measurements/611cdb1b4f5d3b899c285799cfaa579db277c3ee0ebf164e65f659560a68ede7.npz,f4f6c45d31e81a9ea81134cddf8700e9e35e3bc0b0495cb738740e24fcd7a27a,raw/SV same-circuit costs coincide; no three-arm gate-matched experiment
0.45,0.175,0.01,zne_quadratic,100000,equal_total_shots,False,38399744,results/stage6_v1/end_to_end/measurements/611cdb1b4f5d3b899c285799cfaa579db277c3ee0ebf164e65f659560a68ede7.npz,f4f6c45d31e81a9ea81134cddf8700e9e35e3bc0b0495cb738740e24fcd7a27a,raw/SV same-circuit costs coincide; no three-arm gate-matched experiment
0.45,0.175,0.01,sv,10000,equal_total_shots,False,1280000,results/stage6_v1/end_to_end/measurements/a47890e61dd372abbc186c5759275de6057a3728ad1ed3af65a966cc44f1943e.npz,a47890e61dd372abbc186c5759275de6057a3728ad1ed3af65a966cc44f1943e,raw/SV same-circuit costs coincide; no three-arm gate-matched experiment
0.45,0.175,0.01,sv,100000,equal_total_shots,False,12800000,results/stage6_v1/end_to_end/measurements/a47890e61dd372abbc186c5759275de6057a3728ad1ed3af65a966cc44f1943e.npz,a47890e61dd372abbc186c5759275de6057a3728ad1ed3af65a966cc44f1943e,raw/SV same-circuit costs coincide; no three-arm gate-matched experiment
0.45,0.175,0.05,raw,10000,equal_total_shots,False,1280000,results/stage6_v1/end_to_end/measurements/41243246bb4f598a488f23b593d36138c69b6db23564e94d6adf87ecba08228a.npz,41243246bb4f598a488f23b593d36138c69b6db23564e94d6adf87ecba08228a,raw/SV same-circuit costs coincide; no three-arm gate-matched experiment
0.45,0.175,0.05,raw,100000,equal_total_shots,False,12800000,results/stage6_v1/end_to_end/measurements/41243246bb4f598a488f23b593d36138c69b6db23564e94d6adf87ecba08228a.npz,41243246bb4f598a488f23b593d36138c69b6db23564e94d6adf87ecba08228a,raw/SV same-circuit costs coincide; no three-arm gate-matched experiment
0.45,0.175,0.05,zne,10000,equal_total_shots,False,3839744,results/stage6_v1/end_to_end/measurements/70c14c144d103c4733652955523649059dcab0dbcef95578841387e01cc69e18.npz,70c14c144d103c4733652955523649059dcab0dbcef95578841387e01cc69e18,raw/SV same-circuit costs coincide; no three-arm gate-matched experiment
0.45,0.175,0.05,zne,100000,equal_total_shots,False,38399744,results/stage6_v1/end_to_end/measurements/70c14c144d103c4733652955523649059dcab0dbcef95578841387e01cc69e18.npz,70c14c144d103c4733652955523649059dcab0dbcef95578841387e01cc69e18,raw/SV same-circuit costs coincide; no three-arm gate-matched experiment
0.45,0.175,0.05,zne_quadratic,10000,equal_total_shots,False,3839744,results/stage6_v1/end_to_end/measurements/70c14c144d103c4733652955523649059dcab0dbcef95578841387e01cc69e18.npz,111daf44e655f52c1b48a330ecd58d2df5c5261379003d01a6f9439f18c16706,raw/SV same-circuit costs coincide; no three-arm gate-matched experiment
0.45,0.175,0.05,zne_quadratic,100000,equal_total_shots,False,38399744,results/stage6_v1/end_to_end/measurements/70c14c144d103c4733652955523649059dcab0dbcef95578841387e01cc69e18.npz,111daf44e655f52c1b48a330ecd58d2df5c5261379003d01a6f9439f18c16706,raw/SV same-circuit costs coincide; no three-arm gate-matched experiment
0.45,0.175,0.05,sv,10000,equal_total_shots,False,1280000,results/stage6_v1/end_to_end/measurements/ef1c5a8604b65bfd050961824b0b4a6331c51a6903aaa10b36c1d6b9f745afb9.npz,ef1c5a8604b65bfd050961824b0b4a6331c51a6903aaa10b36c1d6b9f745afb9,raw/SV same-circuit costs coincide; no three-arm gate-matched experiment
0.45,0.175,0.05,sv,100000,equal_total_shots,False,12800000,results/stage6_v1/end_to_end/measurements/ef1c5a8604b65bfd050961824b0b4a6331c51a6903aaa10b36c1d6b9f745afb9.npz,ef1c5a8604b65bfd050961824b0b4a6331c51a6903aaa10b36c1d6b9f745afb9,raw/SV same-circuit costs coincide; no three-arm gate-matched experiment
0.45,0.1875,0,raw,10000,equal_total_shots,False,1280000,results/stage6_v1/end_to_end/measurements/0e98c18e756bce5db5f319a672aca3c236726a46ac1df00d042e8789c7b7b28d.npz,0e98c18e756bce5db5f319a672aca3c236726a46ac1df00d042e8789c7b7b28d,raw/SV same-circuit costs coincide; no three-arm gate-matched experiment
0.45,0.1875,0,raw,100000,equal_total_shots,False,12800000,results/stage6_v1/end_to_end/measurements/0e98c18e756bce5db5f319a672aca3c236726a46ac1df00d042e8789c7b7b28d.npz,0e98c18e756bce5db5f319a672aca3c236726a46ac1df00d042e8789c7b7b28d,raw/SV same-circuit costs coincide; no three-arm gate-matched experiment
0.45,0.1875,0,zne,10000,equal_total_shots,False,3839744,results/stage6_v1/end_to_end/measurements/3a6ed8362d097b11752fdc415a35e8e562eedbdd905c9a69b3eccb99eb79f77d.npz,3a6ed8362d097b11752fdc415a35e8e562eedbdd905c9a69b3eccb99eb79f77d,raw/SV same-circuit costs coincide; no three-arm gate-matched experiment
0.45,0.1875,0,zne,100000,equal_total_shots,False,38399744,results/stage6_v1/end_to_end/measurements/3a6ed8362d097b11752fdc415a35e8e562eedbdd905c9a69b3eccb99eb79f77d.npz,3a6ed8362d097b11752fdc415a35e8e562eedbdd905c9a69b3eccb99eb79f77d,raw/SV same-circuit costs coincide; no three-arm gate-matched experiment
0.45,0.1875,0,zne_quadratic,10000,equal_total_shots,False,3839744,results/stage6_v1/end_to_end/measurements/3a6ed8362d097b11752fdc415a35e8e562eedbdd905c9a69b3eccb99eb79f77d.npz,afa7530bc5d0c6ad7a27f94775c3fc81000701f2a246b9ec9c3aa468da1162e8,raw/SV same-circuit costs coincide; no three-arm gate-matched experiment
0.45,0.1875,0,zne_quadratic,100000,equal_total_shots,False,38399744,results/stage6_v1/end_to_end/measurements/3a6ed8362d097b11752fdc415a35e8e562eedbdd905c9a69b3eccb99eb79f77d.npz,afa7530bc5d0c6ad7a27f94775c3fc81000701f2a246b9ec9c3aa468da1162e8,raw/SV same-circuit costs coincide; no three-arm gate-matched experiment
0.45,0.1875,0,sv,10000,equal_total_shots,False,1280000,results/stage6_v1/end_to_end/measurements/0bc38ef5546355b0c7c24a8203b355051baca2d8359921a28c10111038939015.npz,0bc38ef5546355b0c7c24a8203b355051baca2d8359921a28c10111038939015,raw/SV same-circuit costs coincide; no three-arm gate-matched experiment
0.45,0.1875,0,sv,100000,equal_total_shots,False,12800000,results/stage6_v1/end_to_end/measurements/0bc38ef5546355b0c7c24a8203b355051baca2d8359921a28c10111038939015.npz,0bc38ef5546355b0c7c24a8203b355051baca2d8359921a28c10111038939015,raw/SV same-circuit costs coincide; no three-arm gate-matched experiment
0.45,0.1875,0.01,raw,10000,equal_total_shots,False,1280000,results/stage6_v1/end_to_end/measurements/b7292882091b5ac2170979b81a5abb8ca8427682433f36688e328af4da84af2b.npz,b7292882091b5ac2170979b81a5abb8ca8427682433f36688e328af4da84af2b,raw/SV same-circuit costs coincide; no three-arm gate-matched experiment
0.45,0.1875,0.01,raw,100000,equal_total_shots,False,12800000,results/stage6_v1/end_to_end/measurements/b7292882091b5ac2170979b81a5abb8ca8427682433f36688e328af4da84af2b.npz,b7292882091b5ac2170979b81a5abb8ca8427682433f36688e328af4da84af2b,raw/SV same-circuit costs coincide; no three-arm gate-matched experiment
0.45,0.1875,0.01,zne,10000,equal_total_shots,False,3839744,results/stage6_v1/end_to_end/measurements/b6e3af39447aa2ee146b223999723d3e8840ca203be0d56ba36ff858b1a08ff8.npz,b6e3af39447aa2ee146b223999723d3e8840ca203be0d56ba36ff858b1a08ff8,raw/SV same-circuit costs coincide; no three-arm gate-matched experiment
0.45,0.1875,0.01,zne,100000,equal_total_shots,False,38399744,results/stage6_v1/end_to_end/measurements/b6e3af39447aa2ee146b223999723d3e8840ca203be0d56ba36ff858b1a08ff8.npz,b6e3af39447aa2ee146b223999723d3e8840ca203be0d56ba36ff858b1a08ff8,raw/SV same-circuit costs coincide; no three-arm gate-matched experiment
0.45,0.1875,0.01,zne_quadratic,10000,equal_total_shots,False,3839744,results/stage6_v1/end_to_end/measurements/b6e3af39447aa2ee146b223999723d3e8840ca203be0d56ba36ff858b1a08ff8.npz,90c674d742fd68b0d0ae434ebb5f0aae26031707a37481df36e98951f7887406,raw/SV same-circuit costs coincide; no three-arm gate-matched experiment
0.45,0.1875,0.01,zne_quadratic,100000,equal_total_shots,False,38399744,results/stage6_v1/end_to_end/measurements/b6e3af39447aa2ee146b223999723d3e8840ca203be0d56ba36ff858b1a08ff8.npz,90c674d742fd68b0d0ae434ebb5f0aae26031707a37481df36e98951f7887406,raw/SV same-circuit costs coincide; no three-arm gate-matched experiment
0.45,0.1875,0.01,sv,10000,equal_total_shots,False,1280000,results/stage6_v1/end_to_end/measurements/acead999ab61059c0b6385d323588842d6b9c75db536b66f60e9f9778ffdd44f.npz,acead999ab61059c0b6385d323588842d6b9c75db536b66f60e9f9778ffdd44f,raw/SV same-circuit costs coincide; no three-arm gate-matched experiment
